id,type,text1,text2,text3,notes
dcp_DME_impaler_rapid,WEAPON,"A lightweight combat laser; excellent against fighters and light craft, but poor against enemy shields. Damage falls off with range.",Assault,,
dcp_DME_impulsor,WEAPON,"A compact point-defense mount, closely integrated into the hull. The low-power stream of particles often confuses missile guidance and stabilization systems, but penetration is extremely poor; the targeting AI excludes fighters and ships by design.",Point Defense,,
dcp_DME_ionbeamer,WEAPON,"A spinoff of shockbeam emitter technology, this anti-shield weapon trades continuous fire for a wicked strobing pulse that lances a target's shields with a high-speed stream of excited gravitons. As a bonus, it has some secondary electrical effects.",Close Support,,
dcp_DME_linearcannonlight,WEAPON,"A five-barreled rotary magnetic accelerator, firing long bursts to overwhelm enemy shields. Ideal for close-range, hit-and-run suppression of shielded ships.

Fitted as standard to many civilian ships, these durable weapons often turn up in the defensive arsenals of planetary militias looking for a support weapon against shielded ground-skimmers.",Close Support,,
dcp_DME_heavylinear_autogun,WEAPON,"A seven-barreled rotary magnetic accelerator, firing extended bursts to overwhelm enemy shields. Ideal for close-range, hit-and-run suppression of shielded ships, and especially handy on patrol frigates.

A perennial favorite in numerous mounts, these handy weapons have sometimes been mounted on armored rovers and fixed emplacements to destroy shielded ground vehicles. While the individual slugs are weak, they devastate shield generators, and sustained fire with an extended ammunition feed can saw through light armor given time.",Close Support,,
dcp_DME_linearcannon,WEAPON,"A magnetic accelerator gun in a proven housing, excellent for shield suppression but hampered by poor performance against armor.

While magnetic weapons are hardly unknown in the Sector, issues of barrel wear and complex electrical switching have prevented most from reaching their full potential. The use of sophisticated non-ferrous materials has made the Dassault-Mikoyan version vastly more practical in service, though not meaningfully less expensive.",Close Support,,
dcp_DME_linearcannonheavy,WEAPON,"Enormous paired magnetic accelerators in a robust oscillating turret, firing heavy slugs at high velocity.",Assault,,
dcp_DME_linearcannontwin,WEAPON,"A pair of magnetic accelerator guns in a powered mount, ideal for mid-range suppression of enemy shielding. Due to heating concerns, multiple mounts are preferred for maintaining a sustained barrage of fire.",Close Support,,
dcp_DME_linearflak_single,WEAPON,"Faster-firing than ordinary flak guns, this defensive turret will handily swat missiles and most fighters with scattering bursts of proximity-fused shells.

The smart-fuze technology used in these weapons is nothing short of remarkable; each projectile in the five-round cartridge carries an integrated collision and target sensor, allowing it to discriminate between target types and choose the optimal detonation pattern. For missiles, a proximity-fuzed fragmenting explosion; for ships and fighters, a dynamic shaped charge that can punch through light armor.",Point Defense,,
dcp_DME_linearflak,WEAPON,"A rapid-fire twin-mounted flak weapon, firing scattering bursts of proximity-fused shells. Deadly to missiles and fighters.

The smart-fuze technology used in these weapons is nothing short of remarkable; each projectile in the five-round cartridge carries an integrated collision and target sensor, allowing it to discriminate between target types and choose the optimal detonation pattern. For missiles, a proximity-fuzed fragmenting explosion; for ships and fighters, a dynamic shaped charge that can punch through light armor.",Point Defense,,
dcp_DME_linearvulcan,WEAPON,A twin-barreled automatic weapon for close-in zone defense. Poor penetration is offset slightly by a blistering rate of fire.,Point Defense,,
dcp_DME_magdisruptor,WEAPON,"An aggressive anti-fighter support weapon, firing brief pulses that disable electrical systems.

Typically found as an integral mount, the various attempts to market it as a modular option have failed due to the short range and negligible armor penetration.",Close Support,,
dcp_DME_magpulser,WEAPON,"A flexible ionizing weapon, designed for anti-fighter defense. Damage is low, but just a few solid hits will disable turrets and engines.

Widely considered superior to the standard Ion Cannon, hybrid pulsers fire more rapidly and deliver more of their energy packet as penetrating damage rather than ionization. The effects on exposed flesh are not pretty.",Assault,,
dcp_DME_marteau_esm_rack,WEAPON,"Launches pairs of 'Extended Sprint Attack Drive' missiles with low-yield warheads. Useful for pressuring shields, stripping light armor and finishing smaller enemies.",Assault,,
dcp_DME_marteau_esm_pod,WEAPON,"Launches a salvo of 'Extended Sprint Attack Drive' missiles with low-yield warheads. Useful for pressuring shields, stripping light armor and finishing smaller enemies.",Assault,,
dcp_DME_marteau_esm_barrage,WEAPON,"Launches a large salvo of 'Extended Sprint Attack Drive' missiles with low-yield warheads. Useful for pressuring shields, stripping light armor and finishing enemies.

While the Jongleur missile is typically found in smaller mountings, this heavy barrage-fire mount remains in inventory as a long-range support weapon. Repeated salvoes are dangerous even to capital ships; sheer volume makes up for low damage, and the long-lived missiles remain dangerous, returning for repeat passes if they miss the target.",Assault,,
dcp_DME_microflak,WEAPON,"A simple, inexpensive brace of projector tubes, throwing proximity-fused anti-missile grenades in a preset pattern. Easily overwhelmed in long engagements, and struggles to hit fast targets at the best of times.",Point Defense,,
dcp_DME_micropd,WEAPON,"A particle-beam based version of the standard burst PD, this compact low-power unit is adequate defense against missiles and fighters.",Point Defense,,
dcp_DME_mirvtorpedo_rack,WEAPON,"Simple semi-guided torpedoes, largely overshadowed by the superior damage or all-the-way-in guidance of other heavy missiles. Not recommended for use against fast targets, but highly effective.",Strike,,
dcp_DME_mirvtorpedo_single,WEAPON,"A simple semi-guided torpedo, largely overshadowed by the superior damage or all-the-way-in guidance of other heavy missiles. Not recommended for use against fast targets, but highly effective.",Strike,,
dcp_DME_mirvtorpedo_barrage,WEAPON,"A heavy launcher for semi-guided torpedoes, highly effective against larger, slower combatants. Each salvo is capable of delivering ruinous damage, and the launcher has enough ammunition to fire several.",Strike,,
dcp_DME_multipdnode,WEAPON,"These flexible emitter heads link in to a common power source and targeting computer, providing the vessel with accurate point defense capable of handling multiple targets.",Point Defense,,
dcp_DME_NTKautogun,WEAPON,"A compact revolver cannon, typically employed for point-defense. Smart-fuzed fragmentation rounds detonate in proximity to missiles.",Point Defense,,
dcp_DME_NTKcannon,WEAPON,"An unremarkable anti-armor weapon with a decent rate of fire, loaded with unique explosive-rod ammunition.

The Horn is widely regarded as a slow but highly effective brawling weapon by pilots familiar with Dassault-Mikoyan hardware; penetration is excellent, and just one or two mixed into a battery of kinetics will quickly shred light armor.",Close Support,,
dcp_DME_omniblaster,WEAPON,"A high-energy strike weapon, firing a scattering blast of positron bolts at close range. In addition to the incredible damage potential of the bolts, secondary arcing can disable or overload ship systems.",Strike,,
dcp_DME_perforator,WEAPON,"These compact launch pods hold and fire several pre-fused bursts of Perforator rockets, trading the haphazard fire of Annihilators for a more controllable burst of much faster projectiles.",Strike,,
dcp_DME_perforator_ftr,WEAPON,"These compact launch pods hold and fire pre-fused Perforator rockets, trading the haphazard fire of Annihilators for a more controllable burst of much faster projectiles.",Strike,,
dcp_DME_perforatorpod,WEAPON,"The larger version of the reliable Perforator rocket pod, this high-capacity assault mount feeds pre-fused rockets from a 12-round ready magazine, allowing it to deliver devastating barrages to a target.

Appropriately for a weapon adapted from venerable ground-based artillery rockets, the Katyusha Perforator is also considered a staple weapon in the Land Forces of the Nikolaev System Authority. Lavish use of artillery has long been a staple feature of the Authority's brief planetary campaigns; Peremohy's small population can ill-afford human losses.",Strike,,
dcp_DME_plasmadisruptor_ftr,WEAPON,"A simple, accurate plasma weapon, firing a powerful bolt at extreme speeds.",- SNRI lab report,,
dcp_DME_plasmamortar,WEAPON,"A multi-barreled plasma weapon, projecting inaccurate salvoes of energy shells at long range. The weapon is notably effective in area suppression of shielded and unshielded targets alike.",Fire Support,,
dcp_DME_plasrockets,WEAPON,"Small, fast rockets with unique energy warhead, producing minimal blast but impressive electromagnetic effects on impact.",Fire Support,,
dcp_DME_proxbomb,WEAPON,"A rack of concussive bomblets for defensive applications. Killing everything you can see is defensive, right?",- Overheard during crew training,,
dcp_DME_revanche,WEAPON,"A heavy rotary cannon for close-range assaults, firing a dizzying barrage of smart-fuzed fragmentation rounds. Shots detonate in proximity to missiles.",Assault,,
dcp_DME_ripper,WEAPON,A heavy revolver cannon with a horrifying rate of fire. Smart-fuzed explosive ammunition makes it highly effective against light or damaged armor.,Assault,,
dcp_DME_ruptureasm_tube,WEAPON,"Kinetic support missiles, closely integrated into the ship's systems. An onboard autoloader enables the system to sustain fire indefinitely, albeit at a drastically lower rate of fire.",Close Support,,
dcp_DME_ruptureftr_tube,WEAPON,"Light kinetic support rockets, closely integrated into the ship's systems. An onboard autoloader enables the system to sustain fire indefinitely, albeit at a drastically lower rate of fire.",Close Support,,
dcp_DME_ruptureasm_sm,WEAPON,"Light kinetic support missiles, designed for rapid fire from a compact rack. Devastating to shields, while their ammo holds out.",Close Support,,
dcp_DME_ruptureasm_med,WEAPON,"Light kinetic support missiles, designed for rapid fire from a generous rack. Repeated salvoes will stress an enemy shield generator badly.",Close Support,,
dcp_DME_scatterlaser,WEAPON,"A rapid-firing diffusion laser mount designed for close-range assaults. Compared to common autopulse lasers, it lacks the sustained damage to be useful in prolonged fights, but excels at delivering rapid hammerblows to light and medium targets in a short span of time.",Assault,,
dcp_DME_shellbackftr,WEAPON,"A light autogun, firing an unremarkable shell with remarkable properties.",- SNRI lab report,,
dcp_DME_shockartillery,WEAPON,"A heavy, long-range blaster, firing slow-moving bolts that detonate on impact with enemy ships. Though it's slow and inaccurate, this weapon is highly effective at providing area fire support.

The 75mm gain-medium pellets for these fearsome weapons are unusually delicate and therefore slow to load, but many carrier and support cruiser captains prefer them to railguns or beam weaponry for their punishing raw damage output. Close detonations are equally ruinous to armor and shields, often fusing circuitry and melting exposed optical pickups in the bargain.",Fire Support,,
dcp_DME_slapper,WEAPON,"A compact and cheap fighter suppression missile, favored for disabling engines. An onboard autoloader enables the system to sustain fire indefinitely, albeit at a drastically lower rate of fire.",Anti-Fighter,,
dcp_DME_slapper_ftr,WEAPON,"A compact and cheap fighter suppression missile, favored for disabling engines.",Anti-Fighter,,
dcp_DME_tacbeamer,WEAPON,"A compact support weapon, firing high-energy laser pulses through an exotic gain medium. Individual pulses are powerful, but the rate of fire is low.",Close Support,,
dcp_DME_tacbeamer_ftr,WEAPON,"A compact support weapon, firing high-energy laser pulses through an exotic gain medium. Individual pulses are powerful, but the rate of fire is low.",Close Support,,
dcp_DME_TBM_launcher,WEAPON,"A powerful integrated artilllery missile system, firing salvoes of theater bombardment missiles from extreme ranges. Very few ships can hold up under a sustained barrage.",Fire Support,,
dcp_DME_TBM_smlauncher,WEAPON,"A powerful integrated artilllery missile system, firing salvoes of theater bombardment missiles from extreme ranges. Very few ships can hold up under a sustained barrage.",Fire Support,,
dcp_DME_tireuratm_tube,WEAPON,"Multi-role advanced tactical missiles, closely integrated into the ship's systems. An onboard autoloader enables the system to sustain fire indefinitely, albeit at a drastically lower rate of fire.",General,,
dcp_DME_tribeamer,WEAPON,"This triple-mounted beamer unit is the prince of anti-missile weapons, handily vaporizing all but the largest LRM salvoes and toasting enemy fighters with disgusting ease.",Point Defense,,
dcp_DME_twinbuzzgun,WEAPON,"Like the common vulcan cannon, buzz guns are a low-cost point-defense weapon; what they lack in accuracy of fire, they make up for in volume, filling a cone of space with fast-moving slugs.",Point Defense,,
dcp_DME_whdcp_DMEer,WEAPON,"A rapid-fire electrothermal revolver cannon, ideal for close assault work due to the extremely high velocity of its unique explosive-rod shots.

Originally developed for the cancelled 'Strelka' ground fire-support vehicle, the Whistler is an outstanding assault weapon at medium-to-short ranges, and reports abound of the small, high-velocity rounds ricocheting inside lightly-armored ships with catastrophic effects on the crew and cargo. Phrases like 'chopped into steaming-hot cat food' feature prominently.",Assault,,
,,,,,
dcp_DME_brigador,WEAPON,"An experimental powered autocannon, firing four-shot bursts of diffuse particle bolts. Anemic performance against armor or shielding, but devastating to bare hull.",General,,
dcp_DME_calliope,WEAPON,"A volume-fire missile system, delivering a storm of weakly-guided munitions for area saturation. Individual missiles have limited penetration and often miss, but the launcher fires rapidly and can easily overwhelm point defenses.",Fire Support,,
dcp_DME_matador,WEAPON,"An experimental point-defense autogun, firing a rapid stream of diffuse particle bolts. Anemic performance against armor or shielding, but devastating to bare hull.",Point Defense,,
dcp_DME_matador_ftr,WEAPON,"An experimental point-defense autogun, firing a stream of diffuse particle bolts. Anemic performance against armor or shielding, but devastating to bare hull.",Point Defense,,
dcp_DME_matadorheavy,WEAPON,"An experimental heavy assault autogun, firing a continuous stream of heavy, but diffuse particle bolts. Anemic performance against shielding is offset by the furious rate of fire and extreme instability of the bolts, which can devastate armor and tear through bare hull.",General,,
dcp_DME_toreador,WEAPON,"An experimental powered cannon, firing two-shot bursts of heavy, but diffuse particle bolts. Anemic performance against shielding is offset by the extreme instability of the bolts, which can devastate armor and tear through bare hull.",General,,
,,,,,
dcp_DME_clusterlauncher_battery,WEAPON,"""...I told you, I don't have an answer for you. It shouldn't be able to do that! I don't care what the book says - the book is wrong, so we're going to rewrite it.""","- SNRI lab report, verbal addendum",,
dcp_DME_dronepd,WEAPON,"""You didn't tell me it would be cute!""",- Overheard during crew training,,
dcp_DME_electrogun,WEAPON,"""...we are not privileged to live in an unfallen world. Sometimes it is the will of Ludd that things be taken out of our hands; that we drift through the universe with neither power, nor control...""","- Unknown Luddic sermon, c. 201 on Tenacity",,
dcp_DME_electronfan,WEAPON,"""...anything caught in the sidescatter is probably done for - certainly anything electronic. It fried my TriPad from over there, and the protective field was up the whole time.""","- SNRI lab report, verbal addendum",,
dcp_DME_energymortar,WEAPON,"""...they say artillery is the king of the battlefield, and this is clearly an erratic monarch who has a taste for expensive stimulants and enjoys lighting random villages on fire, just for the hell of it.""","- Engineering evaluation, Nevsky Polis",,
dcp_DME_impulsor_proto,WEAPON,"""...capable of engaging multiple targets while maneuvering, and efficient, too - a shame it's not modular, but every little bit helps.""","- Engineering evaluation, Nevsky Polis",,
dcp_DME_impulsor_ring,WEAPON,"""We haven't found a way to saturate it, in practical terms, but I'm sure there is one. I'd hate to pay the ammo bill, though.""","- Engineering evaluation, Nevsky Polis",,
dcp_DME_jackal,WEAPON,"""...can only imagine what was going through the mind of this weapon's designer; 'let's make a gun that shoots knives!' probably sums it up.""",- SNRI lab report,,
dcp_DME_lens_hdem_fighter,WEAPON,"""Some of this debris has been subjected to mechanical and radiological stresses unlike anything I've ever seen before. That's the nice part - you should see what it did to the crew.""",- AAR of encounter in Nikolaev Belt,,
dcp_DME_lens_hdem_single,WEAPON,"""Some of this debris has been subjected to mechanical and radiological stresses unlike anything I've ever seen before. That's the nice part - you should see what it did to the crew.""",- AAR of encounter in Nikolaev Belt,,
dcp_DME_lens_hdem_rack,WEAPON,"""Some of this debris has been subjected to mechanical and radiological stresses unlike anything I've ever seen before. That's the nice part - you should see what it did to the crew.""",- AAR of encounter in Nikolaev Belt,,
dcp_DME_miniphaserail,WEAPON,"""...when you shoot, keep both eyes open. Accuracy is difficult enough to achieve at the best of times.""",- Hegemony marine handbook,,
dcp_DME_phaseblaster,WEAPON,"""... time and again, we see that the best weapons are not the most advanced, nor the most powerful; rather, they are the weapons which most effectively translate the commander's intent directly onto the battlefield - at the lowest per-unit cost.""",- Eventide War College Unit 311; Design Logistics,,
dcp_DME_phasedbuster_launcher,WEAPON,"""...nothing I've seen out there ever convinced me that the universe felt obligated to make any kind of sense to us. At best, it plays tricks on us that, with careful study, reveal a punchline...""","- A Spacer's Guide To Anomalous Physics, Introduction",,
dcp_DME_phaserail,WEAPON,"""...what we call the laws of physics are, at best, still customary laws, formed as much by the limitations of our own perceptions as they are immutable, mathematical truths...""","- Novy Mir Hyperphysics Conference, introductory remarks",,
dcp_DME_plasbeamer,WEAPON,"""...a narrow stream of sigma particles and exotic quasi-photons. Nature's way of saying 'don't touch' around here.""",- SNRI lab report,,
dcp_DME_plasmadisruptor,WEAPON,"""...the 'plasma capacitor', as we've taken to calling it, allows for short bursts to be fired rapidly, but disassembly was... not successful, so you have only our best guess how it works.""",- SNRI lab report,,
dcp_DME_plasmadriver,WEAPON,"""...there's really no way to know, except to aim the test package at it, turn it on, and hope to god enough of a recording survives that we don't have to make the same mistake twice.""",- SNRI lab report,,
dcp_DME_plasrocket_pod,WEAPON,"""...I don't know what the hell did that to my engine tubes, but if I catch the son-of-a-bitch I'm going to make them clean it off with a very small brush.""",- Engineering report after action off La Reole,,
dcp_DME_proxbomb_rack,WEAPON,"""...you should see what one of these puppies does to soft targets. It's pretty cool - gross as hell, but definitely cool.""",- Overheard during crew training,,
dcp_DME_proxbomb_ciws,WEAPON,"""Don't play with fireworks, they said. You'll blow your hand off, they said.""",- Overheard during crew training,,
dcp_DME_pulseripper,WEAPON,"""...let the record show that the Petty Officer described the effect of the weapon to others as 'awesome' and 'wicked'.""","- Gunnery crew log transcript, disciplinary proceedings",,
dcp_DME_bbheavymg,WEAPON,"""...you want to cashier me, you got it. But I don't drop with anybody charging a nest of those things. No way. I ever get that hot to die, I got a gun right here. Sir.""",- AAR of ground action at Marie-Galante,,
dcp_DME_shellback,WEAPON,"""The composition of this weapon's shells seems to be entirely ordinary, and it can, in fact, use standard autocannon ammunition with no degradation in effectiveness. The secret to the unpredictable behavior of the projectiles seems to lie in the shroud of exotic particles surrounding the fired round...""",- SNRI lab report,,
dcp_DME_shellhead,WEAPON,"""...don't seem, on casual observation, to employ any significantly more advanced or complex technology than other common kinetic weapons in the Sector. A deeper look reveals parts forged in impossibly high temperature and pressure conditions, and integral power sources with performance in excess of known theoretical limits...""",- SNRI lab report,,
dcp_DME_twinjack,WEAPON,"""...can only imagine what was going through the mind of this weapon's designer; 'let's make a gun that shoots knives!' probably sums it up.""",- SNRI lab report,,
dcp_DME_thermalmortar,WEAPON,"""...all our attempts to analyze the guidance system have failed. It may be there's nothing to analyze - which, of course, merely raises additional, and more disturbing, questions...""",- SNRI lab report,,
dcp_DME_thermalpd,WEAPON,"""...they opened fire right through the airlock door - no warning, no attempt to negotiate, just one second, a bunch of people, and the next, whistling air leaks and screaming, bleeding meat.""","- Refugee interview, Kostroma Meridian convoy",,
dcp_DME_thermalheavy,WEAPON,"""...they opened fire right through the airlock door - no warning, no attempt to negotiate, just one second, a bunch of people, and the next, whistling air leaks and screaming, bleeding meat.""","- Refugee interview, Kostroma Meridian convoy",,
,,,,,
dcp_DMEx_braveblade,SHIP,An advanced prototype frigate with strong conceptual ties to the DME Vesper and Borzoi designs. Several highly unusual systems have been incorporated into the hull; whether they prove broadly useful is for testing to discover.,,,
dcp_DMEx_bravebit_noshield,SHIP,"An agile drone wing, armed with miniaturized electron beams.",,,
dcp_DME_bravepulse,WEAPON,"A capacitor pulse cannon, firing bursts of phase-overcharged particle bolts.",General,,
dcp_DME_bravekinetic,WEAPON,"Using an enhanced gravity capacitor and the discharge spike mounted to the bow, this special emitter unit can accumulate and discharge a powerful focused graviton bolt.",Strike,,
dcp_DME_bravemissile,WEAPON,"A generator system for phase-buster energy 'missiles', designed to deliver a simultaneous barrage of guided pseudoprojectiles for devastating all-range attacks.",Anti-Fighter,,
dcp_DME_braveimpulsor,WEAPON,A multiple-beam node firing miniature particle beams to destroy incoming missiles.,Point Defense,,
dcp_DME_braveion,WEAPON,A compact and unremarkable pulse weapon broadly comparable to the common Ion Cannon.,Strike,,
dcp_DME_bravejets,SHIP_SYSTEM,Delivers a brief burst of extreme speed and maneuverability in the direction of travel when activated. Stores three charges.,Movement,Delivers a brief burst of extreme speed and maneuverability. Stores three charges.,
dcp_DME_bravebits,SHIP_SYSTEM,,Drones (experimental),Deploys two ion-armed defense bits.,
dcp_DME_bravebit_single,SHIP_SYSTEM,,Drones (experimental),Deploys an ion-armed defense bit.,
,,,,,
dcp_DMEx_alauda,SHIP,An advanced prototype frigate with strong conceptual ties to the DME Vesper and Borzoi designs. Several highly unusual systems have been incorporated into the hull; whether they prove broadly useful is for testing to discover.,,,
dcp_DME_alaudapulse,WEAPON,A rapid-firing but otherwise unremarkable laser unit.,General,,
dcp_DME_alaudamissile,WEAPON,"A compact autoforge unit, capable of building and firing a barrage of Tireur advanced tactical missiles mid-battle.",General,,
dcp_DME_alaudadash,SHIP_SYSTEM,Delivers a brief burst of extreme speed and maneuverability in the direction of travel when activated. Stores five charges.,Movement,Delivers a brief burst of extreme speed and maneuverability. Stores five charges.,
dcp_DME_alaudabits,SHIP_SYSTEM,,Drones (experimental),Deploys four beam-armed defense bits.,
,,,,,
dcp_DME_dockjets,SHIP_SYSTEM,Activates RCS jets for more precise maneuvering. Also boosts top speed slightly,Movement,Activates RCS jets for more precise maneuvering. Also boosts top speed slightly,
dcp_DME_jetinjector,SHIP_SYSTEM,"Supercharges the ship's engines for a short period, providing a massive speed boost. Shields and turn jets are disabled while the system is active.",Movement,"Supercharges the ship's engines for a short period, providing a massive speed boost. Shields and turn jets are disabled while the system is active.",
dcp_DME_ramdrive,SHIP_SYSTEM,"Overcharges the ship's engines for a short period, providing a substantial speed boost. Shields are disabled while the system is active.",Movement,"Overcharges the ship's engines for a short period, providing a substantial speed boost. Shields are disabled while the system is active.",
dcp_DME_heavyburn,SHIP_SYSTEM,"Produces a massive boost to top speed for a short period. Shields are disabled while the system is active, and collisions can cause the ship's engines to flame out.",Movement,"Produces a massive boost to top speed for a short period. Shields are disabled while the system is active, and collisions can cause the ship's engines to flame out.",
dcp_DME_hyperfocus,SHIP_SYSTEM,"Boosts the intensity of all energy weapons and increases the range of beam weapons, but reduces maneuverabilty while active.",Offensive,"Boosts the intensity of all energy weapons and increases the range of beam weapons, but reduces maneuverabilty while active.",
dcp_DME_fastloader,SHIP_SYSTEM,Reloads all missile weapons immediately at the cost of flux. Stores two charges.,Offensive,Reloads all missile weapons immediately at the cost of flux. Stores two charges.,
dcp_DME_mine_strike,SHIP_SYSTEM,Deploys lightweight space mines via teleport. Stores five small mines.,Offensive,Deploys lightweight space mines via teleport. Stores five small mines.,
dcp_DME_mine_strike_sm,SHIP_SYSTEM,Deploys lightweight space mines via teleport. Stores three small mines.,Offensive,Deploys lightweight space mines via teleport. Stores three small mines.,
dcp_DME_mirage,SHIP_SYSTEM,"An advanced teleportation device, allowing the ship to 'jaunt' directly through the hyperspace pseudo-fluid brane in quick bursts.",Movement,"An advanced teleportation device, allowing the ship to 'jaunt' directly through the hyperspace pseudo-fluid brane in quick bursts.",
dcp_DME_mirage_sm,SHIP_SYSTEM,"An advanced teleportation device, allowing the ship to 'jaunt' directly through the hyperspace pseudo-fluid brane in quick bursts.",Movement,"An advanced teleportation device, allowing the ship to 'jaunt' directly through the hyperspace pseudo-fluid brane in quick bursts.",
dcp_DME_mirage_ftr,SHIP_SYSTEM,"An advanced teleportation device, allowing the ship to 'jaunt' directly through the hyperspace pseudo-fluid brane in quick bursts.",Movement,"An advanced teleportation device, allowing the ship to 'jaunt' directly through the hyperspace pseudo-fluid brane in quick bursts.",
dcp_DME_pulsejets_ftr,SHIP_SYSTEM,Provides a brief burst of extra speed and maneuverability by dumping ultrahot reaction medium directly into the engine exhaust.,Movement,Provides a brief burst of extra speed and maneuverability by dumping ultrahot reaction medium directly into the engine exhaust.,
dcp_DME_pulsejets_frg,SHIP_SYSTEM,Provides a brief burst of extra speed and maneuverability by dumping ultrahot reaction medium directly into the engine exhaust.,Movement,Provides a brief burst of extra speed and maneuverability by dumping ultrahot reaction medium directly into the engine exhaust.,
dcp_DME_pulsejets,SHIP_SYSTEM,Provides a brief burst of extra speed and maneuverability by dumping ultrahot reaction medium directly into the engine exhaust.,Movement,Provides a brief burst of extra speed and maneuverability by dumping ultrahot reaction medium directly into the engine exhaust.,
dcp_DME_decoyflares_main,SHIP_SYSTEM,Launches guided flares to seek out and destroy enemy missiles.,Defensive,Launches guided flares to seek out and destroy enemy missiles.,
dcp_DME_decoyflares_low_main,SHIP_SYSTEM,Launches high-energy flares to confuse the guidance systems of nearby enemy missiles.,Defensive,Launches high-energy flares to confuse the guidance systems of nearby enemy missiles.,
dcp_DME_decoyflares_fighter,SHIP_SYSTEM,Launches guided flares to seek out and destroy enemy missiles.,Defensive,Launches guided flares to seek out and destroy enemy missiles.,
dcp_DME_decoyflares_low_fighter,SHIP_SYSTEM,Launches high-energy flares to confuse the guidance systems of nearby enemy missiles.,Defensive,Launches high-energy flares to confuse the guidance systems of nearby enemy missiles.,
dcp_DME_precision,SHIP_SYSTEM,"Sends real-time targeting data to fighter wings from this carrier, improving the effectiveness of their weapons.",Fighter,"Sends real-time targeting data to fighter wings from this carrier, temporarily increasing their damage.",
dcp_DME_strikecommand,SHIP_SYSTEM,"Coordinates the operations of fighter wings launched from this carrier, improving their top speed and maneuverability. Also improves fighter/bomber weapons accuracy.",Fighter,"Coordinates the operations of fighter wings launched from this carrier, improving their top speed and maneuverability. Also improves fighter/bomber weapons accuracy.",
dcp_DME_targetpainter,SHIP_SYSTEM,"Sends real-time targeting data and corrections to all friendly and allied craft, making their weapons more effective against the targeted ship. Also improves fighter weapons accuracy.",Offensive,"Sends real-time targeting data and corrections to all friendly and allied craft, making their weapons more effective against the targeted ship. Also improves fighter weapons accuracy.",
dcp_DME_damper,SHIP_SYSTEM,"Projects an energy screen around the vessel, reducing incoming damage to a small fraction.",Defensive,"Projects an energy screen around the vessel, reducing incoming damage to a small fraction.",
dcp_DME_sigmadisruptor,SHIP_SYSTEM,Induces an overload in the target ship by channelling a brief burst of sigma radiation through skipspace.,Offensive,Induces an overload in the target ship by channelling a brief burst of sigma radiation through skipspace.,
dcp_DME_sigmajaunt,SHIP_SYSTEM,A teleportation system that uses sigma particle excitation to punch through phase space.,Offensive,A teleportation system that uses sigma particle excitation to punch through phase space.,
dcp_DME_sigmajaunt_slow,SHIP_SYSTEM,A teleportation system that uses sigma particle excitation to punch through phase space.,Offensive,A teleportation system that uses sigma particle excitation to punch through phase space.,
dcp_DME_BBdecoyflare,SHIP_SYSTEM,Launches long-lived plasma packets that confuse the tracking systems of point-defense weapons.,Offensive,Launches long-lived plasma packets that confuse the tracking systems of point-defense weapons.,
dcp_DME_BBstutterdrive,SHIP_SYSTEM,"A rapid-cycling skimmer system that chains multiple, short jumps in the direction of travel. Stores five charges.",Movement,"A rapid-cycling skimmer system that chains multiple, short jumps in the direction of travel.",
dcp_DME_BBstutterdrive_sm,SHIP_SYSTEM,"A rapid-cycling skimmer system that chains multiple, short jumps in the direction of travel. Stores three charges.",Movement,"A rapid-cycling skimmer system that chains multiple, short jumps in the direction of travel.",
dcp_DME_BBfortressshield,SHIP_SYSTEM,"Redirects power from the Sigma strangelet reactor to shields, greatly increasing the efficiency at which damage is absorbed.",Defensive,Reduces the damage taken by shields to a minimum for a short time.,
dcp_DME_BBpulsejets,SHIP_SYSTEM,Provides a brief burst of extra speed and maneuverability.,Movement,Provides a brief burst of extra speed and maneuverability.,
dcp_DME_BBebeam_drones,SHIP_SYSTEM,Launches three advanced electron-beam bits.,Drones (high tech),Launches three advanced electron-beam bits.,
dcp_DME_BBdreadgunpod,SHIP_SYSTEM,Deploys remote turrets armed with a variety of energy weapons.,Drones (high tech),Deploys remote turrets armed with a variety of energy weapons.,
dcp_DME_BBguardgunpod,SHIP_SYSTEM,Deploys remote turrets armed with a variety of energy weapons.,Drones (high tech),Deploys remote turrets armed with a variety of energy weapons.,
dcp_DME_fastloader_proto,SHIP_SYSTEM,Reloads all missile weapons immediately at the cost of flux. Stores three charges.,Offensive,Reloads all missile weapons immediately at the cost of flux. Stores three charges.,
dcp_DME_slammerjets,SHIP_SYSTEM,Delivers a brief burst of extra speed and maneuverability. Stores two charges.,Movement,Delivers a brief burst of extra speed and maneuverability. Stores two charges.,
dcp_DME_phaseflare,SHIP_SYSTEM,Launches long-lived decoys that confuse the tracking systems of point-defense weapons.,Offensive,Launches long-lived decoys that confuse the tracking systems of point-defense weapons.,
,,,,,
dcp_DME_aridbread,PLANET,"A dry, partially-terraformed planet perpetually on the verge of League membership, Valjean's biosphere failed catastrophically after the Collapse. Now, the weak central government barely maintains control over a restless, hungry population. The major mines are played out, and most of the population is desperate for transport elsewhere - anywhere.",,"Seen from close orbit, the ragged biosphere of Valjean looks even mangier than the orbital photos on file. For all that Valjean once held enormous promise of easy wealth and bountiful harvests, it�s a planet with no future. Now, the only thing Valjean exports regularly is people - as engine wipers, hired guns, and refugees; no job is too dirty in exchange for guaranteed passage offworld.",
