id,type,frame,magnitude,map,path
dcp_DME_hellhoundlauncher,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_hellhoundlauncher_hardpoint_material.png
dcp_DME_hellhoundlauncher,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_hellhoundlauncher_turret_material.png
dcp_DME_hellspear,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_hellspear_hardpoint_base_material.png
dcp_DME_hellspear,hardpointbarrel,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_hellspear_hardpoint_recoil_material.png
dcp_DME_hellspear,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_hellspear_turret_base_material.png
dcp_DME_hellspear,turretbarrel,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_hellspear_turret_recoil_material.png
dcp_DME_howler,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_howler_hardpoint_base_material.png
dcp_DME_howler,hardpointbarrel,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_howler_hardpoint_recoil_material.png
dcp_DME_howler,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_howler_turret_base_material.png
dcp_DME_howler,turretbarrel,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_howler_turret_recoil_material.png
dcp_DME_hybridblaster,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_hybridblaster_hardpoint_base_material.png
dcp_DME_hybridblaster,hardpointbarrel,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_hybridblaster_hardpoint_recoil_material.png
dcp_DME_hybridblaster,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_hybridblaster_turret_base_material.png
dcp_DME_hybridblaster,turretbarrel,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_hybridblaster_turret_recoil_material.png
dcp_DME_hybridrepeater,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_hybridrepeater_hardpoint_base_material.png
dcp_DME_hybridrepeater,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_hybridrepeater_turret_base_material.png
dcp_DME_impaler,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_impaler_hardpoint_base_material.png
dcp_DME_impaler,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_impaler_turret_base_material.png
dcp_DME__impaler_rapid,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_impalerrapid_hardpoint_base_material.png
dcp_DME__impaler_rapid,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_impalerrapid_turret_base_material.png
dcp_DME_ionbeamer,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_ionbeamer_hardpoint_base_material.png
dcp_DME_ionbeamer,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_ionbeamer_turret_base_material.png
dcp_DME_jackal,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_jackal_hardpoint_base_material.png
dcp_DME_jackal,hardpointbarrel,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_jackal_hardpoint_recoil_material.png
dcp_DME_jackal,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_jackal_turret_base_material.png
dcp_DME_jackal,turretbarrel,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_jackal_turret_recoil_material.png
dcp_DME_lens_hdem_single,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_missilehitech_single_hardpoint_base_material.png
dcp_DME_lens_hdem_single,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_missilehitech_single_turret_base_material.png
dcp_DME_lens_hdem_rack,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_missilehitech_triple_hardpoint_base_material.png
dcp_DME_lens_hdem_rack,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_missilehitech_triple_turret_base_material.png
dcp_DME_linearcannon,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_linearcannon_hardpoint_base_material.png
dcp_DME_linearcannon,hardpointbarrel,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_linearcannon_hardpoint_recoil_material.png
dcp_DME_linearcannon,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_linearcannon_turret_base_material.png
dcp_DME_linearcannon,turretbarrel,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_linearcannon_turret_recoil_material.png
dcp_DME_linearcannonheavy,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_linearcannonheavy_hardpoint_base_material.png
dcp_DME_linearcannonheavy,hardpointbarrel,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_linearcannonheavy_hardpoint_recoil_material.png
dcp_DME_linearcannonheavy,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_linearcannonheavy_turret_base_material.png
dcp_DME_linearcannonheavy,turretbarrel,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_linearcannonheavy_turret_recoil_material.png
dcp_DME_linearcannonlight,hardpoint,0,,material,graphics/DCP/shaders/material/weapons/autogunsm/dcp_DME_linear_autogun_hardpoint_00_material.png
dcp_DME_linearcannonlight,hardpoint,1,,material,graphics/DCP/shaders/material/weapons/autogunsm/dcp_DME_linear_autogun_hardpoint_01_material.png
dcp_DME_linearcannonlight,hardpoint,2,,material,graphics/DCP/shaders/material/weapons/autogunsm/dcp_DME_linear_autogun_hardpoint_02_material.png
dcp_DME_linearcannonlight,hardpoint,3,,material,graphics/DCP/shaders/material/weapons/autogunsm/dcp_DME_linear_autogun_hardpoint_03_material.png
dcp_DME_linearcannonlight,hardpoint,4,,material,graphics/DCP/shaders/material/weapons/autogunsm/dcp_DME_linear_autogun_hardpoint_04_material.png
dcp_DME_linearcannonlight,hardpoint,5,,material,graphics/DCP/shaders/material/weapons/autogunsm/dcp_DME_linear_autogun_hardpoint_05_material.png
dcp_DME_linearcannonlight,turret,0,,material,graphics/DCP/shaders/material/weapons/autogunsm/dcp_DME_linear_autogun_turret_00_material.png
dcp_DME_linearcannonlight,turret,1,,material,graphics/DCP/shaders/material/weapons/autogunsm/dcp_DME_linear_autogun_turret_01_material.png
dcp_DME_linearcannonlight,turret,2,,material,graphics/DCP/shaders/material/weapons/autogunsm/dcp_DME_linear_autogun_turret_02_material.png
dcp_DME_linearcannonlight,turret,3,,material,graphics/DCP/shaders/material/weapons/autogunsm/dcp_DME_linear_autogun_turret_03_material.png
dcp_DME_linearcannonlight,turret,4,,material,graphics/DCP/shaders/material/weapons/autogunsm/dcp_DME_linear_autogun_turret_04_material.png
dcp_DME_linearcannonlight,turret,5,,material,graphics/DCP/shaders/material/weapons/autogunsm/dcp_DME_linear_autogun_turret_05_material.png
dcp_DME_linearcannontwin,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_linearcannontwin_hardpoint_base_material.png
dcp_DME_linearcannontwin,hardpointbarrel,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_linearcannontwin_hardpoint_recoil_material.png
dcp_DME_linearcannontwin,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_linearcannontwin_turret_base_material.png
dcp_DME_linearcannontwin,turretbarrel,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_linearcannontwin_turret_recoil_material.png
dcp_DME_linearflak,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_linearflak_hardpoint_base_material.png
dcp_DME_linearflak,hardpointbarrel,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_linearflak_hardpoint_recoil_material.png
dcp_DME_linearflak_single,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_linearflak_single_hardpoint_base_material.png
dcp_DME_linearflak_single,weapon,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_linearflak_single_hardpoint_recoil_material.png
dcp_DME_linearflak_single,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_linearflak_single_turret_base_material.png
dcp_DME_linearflak_single,turretbarrel,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_linearflak_single_turret_recoil_material.png
dcp_DME_linearflak,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_linearflak_turret_base_material.png
dcp_DME_linearflak,turretbarrel,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_linearflak_turret_recoil_material.png
dcp_DME_linearvulcan,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_linearvulcan_hardpoint_base_material.png
dcp_DME_linearvulcan,hardpointbarrel,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_linearvulcan_hardpoint_recoil_material.png
dcp_DME_linearvulcan,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_linearvulcan_turret_base_material.png
dcp_DME_linearvulcan,turretbarrel,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_linearvulcan_turret_recoil_material.png
dcp_DME_magdisruptor,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_magdisruptor_hardpoint_base_material.png
dcp_DME_magdisruptor,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_magdisruptor_turret_base_material.png
dcp_DME_magpulser,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_magpulser_hardpoint_base_material.png
dcp_DME_magpulser,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_magpulser_turret_base_material.png
dcp_DME_marteau_esm_rack,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_missilehitech_twin_hardpoint_base_material.png
dcp_DME_marteau_esm_rack,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_missilehitech_twin_turret_base_alt_material.png
dcp_DME_marteau_esm_pod,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_missilehitech_quad_hardpoint_base_material.png
dcp_DME_marteau_esm_pod,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_missilehitech_quad_turret_base_material.png
dcp_DME_marteau_esm_barrage,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_missilehitech_mega_hardpoint_base_material.png
dcp_DME_marteau_esm_barrage,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_missilehitech_mega_turret_base_material.png
dcp_DME_microflak,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_microflak_hardpoint_base_material.png
dcp_DME_microflak,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_microflak_turret_base_material.png
dcp_DME_micropd,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_micropd_hardpoint_base_material.png
dcp_DME_micropd,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_micropd_turret_base_material.png
dcp_DME_miniphaserail,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_miniphaserail_hardpoint_base_material.png
dcp_DME_miniphaserail,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_miniphaserail_turret_base_material.png
dcp_DME_mirvtorpedo_single,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_missilemidtech_single_hardpoint_base_material.png
dcp_DME_mirvtorpedo_single,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_missilemidtech_single_turret_base_material.png
dcp_DME_mirvtorpedo_rack,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_missilemidtech_double_hardpoint_base_material.png
dcp_DME_mirvtorpedo_rack,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_missilemidtech_double_turret_base_material.png
dcp_DME_mirvtorpedo_barrage,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_missilemidtech_barrage_hardpoint_base_material.png
dcp_DME_mirvtorpedo_barrage,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_missilemidtech_barrage_turret_base_material.png
dcp_DME_multipdnode,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_multipdnode_hardpoint_base_material.png
dcp_DME_multipdnode,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_multipdnode_turret_base_material.png
dcp_DME_NTKcannon,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_NTKcannon_hardpoint_base_material.png
dcp_DME_NTKcannon,hardpointbarrel,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_NTKcannon_hardpoint_recoil_material.png
dcp_DME_NTKcannon,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_NTKcannon_turret_base_material.png
dcp_DME_NTKcannon,turretbarrel,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_NTKcannon_turret_recoil_material.png
dcp_DME_omniblaster,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_omniblaster_hardpoint_base_material.png
dcp_DME_omniblaster,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_omniblaster_turret_base_material.png
dcp_DME_perforator,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_perforator_hardpoint_base_material.png
dcp_DME_perforator,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_perforator_turret_base_material.png
dcp_DME_perforatorpod,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_perforatorpod_hardpoint_material.png
dcp_DME_perforatorpod,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_perforatorpod_turret_material.png
dcp_DME_phaseblaster,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_phaseblaster_hardpoint_base_material.png
dcp_DME_phaseblaster,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_phaseblaster_turret_base_material.png
dcp_DME_phasedbuster_launcher,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_phasebusterlauncher_hardpoint_base_material.png
dcp_DME_phasedbuster_launcher,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_phasebusterlauncher_turret_base_material.png
dcp_DME_phaserail,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_phaserail_hardpoint_base_material.png
dcp_DME_phaserail,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_phaserail_turret_base_material.png
dcp_DME_plasbeamer,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_plasbeamer_hardpoint_base_material.png
dcp_DME_plasbeamer,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_plasbeamer_turret_base_material.png
dcp_DME_plasmadisruptor,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_plasmadisruptor_hardpoint_base_material.png
dcp_DME_plasmadisruptor,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_plasmadisruptor_turret_base_material.png
dcp_DME_plasmadriver,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_plasmadriver_hardpoint_base_material.png
dcp_DME_plasmadriver,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_plasmadriver_turret_base_material.png
dcp_DME_energymortar,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_plasmamortar_hardpoint_base_material.png
dcp_DME_energymortar,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_plasmamortar_turret_base_material.png
dcp_DME_plasrocket_pod,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_plasrocket_pod_hardpoint_base_material.png
dcp_DME_plasrocket_pod,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_plasrocket_pod_turret_base_material.png
dcp_DME_plasvulcan,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_laservulcan_hardpoint_base_material.png
dcp_DME_plasvulcan,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_laservulcan_turret_base_material.png
dcp_DME_proxbomb_rack,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_proxrack_hardpoint_base_material.png
dcp_DME_proxbomb_rack,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_proxrack_turret_base_material.png
dcp_DME_proxbomb_ciws,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_proxciws_turret_base_material.png
dcp_DME_pulseripper,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_pulseripper_hardpoint_base_material.png
dcp_DME_pulseripper,hardpointbarrel,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_pulseripper_hardpoint_recoil_material.png
dcp_DME_pulseripper,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_pulseripper_turret_base_material.png
dcp_DME_pulseripper,turretbarrel,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_pulseripper_turret_recoil_material.png
dcp_DME_revanche,hardpoint,0,,material,graphics/DCP/shaders/material/weapons/revanche/dcp_DME_revanche_hardpoint_00_material.png
dcp_DME_revanche,hardpoint,1,,material,graphics/DCP/shaders/material/weapons/revanche/dcp_DME_revanche_hardpoint_01_material.png
dcp_DME_revanche,hardpoint,2,,material,graphics/DCP/shaders/material/weapons/revanche/dcp_DME_revanche_hardpoint_02_material.png
dcp_DME_revanche,hardpoint,3,,material,graphics/DCP/shaders/material/weapons/revanche/dcp_DME_revanche_hardpoint_03_material.png
dcp_DME_revanche,hardpoint,4,,material,graphics/DCP/shaders/material/weapons/revanche/dcp_DME_revanche_hardpoint_04_material.png
dcp_DME_revanche,hardpoint,5,,material,graphics/DCP/shaders/material/weapons/revanche/dcp_DME_revanche_hardpoint_05_material.png
dcp_DME_revanche,turret,0,,material,graphics/DCP/shaders/material/weapons/revanche/dcp_DME_revanche_turret_00_material.png
dcp_DME_revanche,turret,1,,material,graphics/DCP/shaders/material/weapons/revanche/dcp_DME_revanche_turret_01_material.png
dcp_DME_revanche,turret,2,,material,graphics/DCP/shaders/material/weapons/revanche/dcp_DME_revanche_turret_02_material.png
dcp_DME_revanche,turret,3,,material,graphics/DCP/shaders/material/weapons/revanche/dcp_DME_revanche_turret_03_material.png
dcp_DME_revanche,turret,4,,material,graphics/DCP/shaders/material/weapons/revanche/dcp_DME_revanche_turret_04_material.png
dcp_DME_revanche,turret,5,,material,graphics/DCP/shaders/material/weapons/revanche/dcp_DME_revanche_turret_05_material.png
dcp_DME_ripper,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_ripper_hardpoint_base_material.png
dcp_DME_ripper,hardpointbarrel,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_ripper_hardpoint_recoil_material.png
dcp_DME_ripper,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_ripper_turret_base_material.png
dcp_DME_ripper,turretbarrel,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_ripper_turret_recoil_material.png
dcp_DME_ruptureasm_tube,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_ruptureasm_hardpoint_base_material.png
dcp_DME_ruptureasm_tube,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_ruptureasm_turret_base_material.png
dcp_DME_ruptureftr_tube,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_ruptureftr_hardpoint_base_material.png
dcp_DME_ruptureftr_tube,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_ruptureftr_turret_base_material.png
dcp_DME_ruptureasm_sm,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_missilemidtech_3light_hardpoint_base_material.png
dcp_DME_ruptureasm_sm,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_missilemidtech_3light_turret_base_material.png
dcp_DME_ruptureasm_med,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_missilepod5midtech_hardpoint_base_material.png
dcp_DME_ruptureasm_med,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_missilepod5midtech_turret_base_material.png
dcp_DME_scatterlaser,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_scatterlaser_hardpoint_base_material.png
dcp_DME_scatterlaser,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_scatterlaser_turret_base_material.png
dcp_DME_shellback,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_shellback_hardpoint_base_material.png
dcp_DME_shellback,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_shellback_turret_base_material.png
dcp_DME_shellhead,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_shellhead_hardpoint_base_material.png
dcp_DME_shellhead,hardpointbarrel,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_shellhead_hardpoint_recoil_material.png
dcp_DME_shellhead,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_shellhead_turret_base_material.png
dcp_DME_shellhead,turretbarrel,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_shellhead_turret_recoil_material.png
dcp_DME_shockartillery,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_shockartillery_hardpoint_base_material.png
dcp_DME_shockartillery,hardpointbarrel,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_shockartillery_hardpoint_recoil_material.png
dcp_DME_shockartillery,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_shockartillery_turret_base_material.png
dcp_DME_shockartillery,turretbarrel,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_shockartillery_turret_recoil_material.png
dcp_DME_slapper,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_slapper_hardpoint_base_material.png
dcp_DME_slapper,hardpointbarrel,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_slapper_hardpoint_recoil_material.png
dcp_DME_slapper,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_slapper_turret_base_material.png
dcp_DME_slapper,turretbarrel,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_slapper_turret_recoil_material.png
dcp_DME_tacbeamer,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_tacbeamer_hardpoint_base_material.png
dcp_DME_tacbeamer,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_tacbeamer_turret_base_material.png
dcp_DME_thermalmortar,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_thermalmortar_hardpoint_base_material.png
dcp_DME_thermalmortar,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_thermalmortar_turret_base_material.png
dcp_DME_thermalpd,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_thermalpd_hardpoint_base_material.png
dcp_DME_thermalpd,hardpointbarrel,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_thermalpd_hardpoint_recoil_material.png
dcp_DME_thermalpd,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_thermalpd_turret_base_material.png
dcp_DME_thermalpd,turretbarrel,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_thermalpd_turret_recoil_material.png
dcp_DME_toreador,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_toreador_hardpoint_base_material.png
dcp_DME_toreador,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_toreador_turret_base_material.png
dcp_DME_tribeamer,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_tribeamer_hardpoint_base_material.png
dcp_DME_tribeamer,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_tribeamer_turret_base_material.png
dcp_DME_twinjack,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_twinjack_hardpoint_base_material.png
dcp_DME_twinjack,hardpointbarrel,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_twinjack_hardpoint_recoil_material.png
dcp_DME_twinjack,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_twinjack_turret_base_material.png
dcp_DME_twinjack,turretbarrel,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_twinjack_turret_recoil_material.png
dcp_DME_whdcper,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_whdcper_hardpoint_base_material.png
dcp_DME_whdcper,hardpointbarrel,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_whdcper_hardpoint_recoil_material.png
dcp_DME_whdcper,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_whdcper_turret_base_material.png
dcp_DME_whdcper,turretbarrel,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_whdcper_turret_recoil_material.png
,,,,,
dcp_DME_AMM,missile,,1,normal,graphics/DCP/shaders/normal/missiles/dcp_DME_AMM_normal.png
dcp_DME_AMMblister,missile,,1,normal,graphics/DCP/shaders/normal/missiles/dcp_DME_AMMblister_normal.png
dcp_DME_breakerLRM_stage2,missile,,1,normal,graphics/DCP/shaders/normal/missiles/dcp_DME_breakerLRM_stage2_normal.png
dcp_DME_calliopeLRM_dumb,missile,,1,normal,graphics/DCP/shaders/normal/missiles/dcp_DME_calliope_stage2_normal.png
dcp_DME_calliopeLRM_smart,missile,,1,normal,graphics/DCP/shaders/normal/missiles/dcp_DME_calliope_stage2_normal.png
dcp_DME_chasseurLRM,missile,,1,normal,graphics/DCP/shaders/normal/missiles/dcp_DME_chasseur_normal.png
dcp_DME_cluster_bomb,missile,,1,normal,graphics/DCP/shaders/normal/missiles/dcp_DME_cluster_bomb_normal.png
dcp_DME_gravmissile,missile,,1,normal,graphics/DCP/shaders/normal/missiles/dcp_DME_gravmissile_normal.png
dcp_DME_hedgehogbomb,missile,,1,normal,graphics/DCP/shaders/normal/missiles/dcp_DME_proxbomb_normal.png
dcp_DME_hellhound,missile,,1,normal,graphics/DCP/shaders/normal/missiles/dcp_DME_hellhound_normal.png
dcp_DME_lens_hdem,missile,,1,normal,graphics/DCP/shaders/normal/missiles/dcp_DME_lens_hdem_normal.png
"#dcp_DME_lightbomb",missile,,1,normal,graphics/DCP/shaders/normal/missiles/dcp_DME_lightbomb_normal.png
dcp_DME_marteau_esm,missile,,1,normal,graphics/DCP/shaders/normal/missiles/dcp_DME_marteau_normal.png
dcp_DME_minelayer_mine,missile,,1,normal,graphics/DCP/shaders/normal/missiles/dcp_DME_mine_normal.png
dcp_DME_mirvtorpedo,missile,,1,normal,graphics/DCP/shaders/normal/missiles/dcp_DME_mirvtorpedo_normal.png
dcp_DME_multiAMM,missile,,1,normal,graphics/DCP/shaders/normal/missiles/dcp_DME_multiamm_normal.png
dcp_DME_perforator_rocket,missile,,1,normal,graphics/DCP/shaders/normal/missiles/dcp_DME_perforator_normal.png
dcp_DME_plasrocket,missile,,1,normal,graphics/DCP/shaders/normal/missiles/dcp_DME_plasrocket_normal.png
dcp_DME_proxbomb_proj,missile,,1,normal,graphics/DCP/shaders/normal/missiles/dcp_DME_proxbomb_sm_normal.png
dcp_DME_rocketbomb,missile,,1,normal,graphics/DCP/shaders/normal/missiles/dcp_DME_electronrocket_normal.png
dcp_DME_ruptureasm_ftr,missile,,1,normal,graphics/DCP/shaders/normal/missiles/dcp_DME_ruptureasm_ftr_normal.png
dcp_DME_ruptureasm,missile,,1,normal,graphics/DCP/shaders/normal/missiles/dcp_DME_ruptureasm_normal.png
dcp_DME_slapperSRM,missile,,1,normal,graphics/DCP/shaders/normal/missiles/dcp_DME_slapper_normal.png
dcp_DME_jackalblade_lg,missile,,1,normal,graphics/DCP/shaders/normal/missiles/dcp_DME_slicerblade_lg_normal.png
dcp_DME_jackalblade,missile,,1,normal,graphics/DCP/shaders/normal/missiles/dcp_DME_slicerblade_normal.png
dcp_DME_TBM,missile,,1,normal,graphics/DCP/shaders/normal/missiles/dcp_DME_TBM_normal.png
,,,,,
dcp_DME_aigrette_cockpit,hardpoint,,1,normal,graphics/DCP/shaders/normal/ships/dcp_DME_aigrette_cockpitpod_normal.png
dcp_DME_aigrette_cockpit,turret,,1,normal,graphics/DCP/shaders/normal/ships/dcp_DME_aigrette_cockpitpod_normal.png
dcp_DME_arcite,ship,,1,normal,graphics/DCP/shaders/normal/ships/dcp_DME_arcite_normal.png
